property_id,date,issue_reported,urgency
2820.0,2025-04-23,Damp Patch,5
632.0,2024-07-11,Leaking Tap,2
2518.0,2025-05-11,Damp Patch,1
2427.0,2024-11-01,Leaking Tap,3
2427.0,2025-01-30,Leaking Tap,3
676.0,2025-01-05,Damp Patch,5
1936.0,2024-10-02,Damp Patch,3
1936.0,2024-07-10,Broken Lock,2
1168.0,2024-10-03,Leaking Tap,2
1168.0,2025-01-14,No Heating,4
534.0,2024-10-23,No Heating,1
812.0,2025-02-03,No Heating,2
812.0,2024-09-28,Leaking Tap,5
2793.0,2025-04-11,No Heating,3
2793.0,2024-10-01,Broken Lock,2
2149.0,2025-03-17,No Heating,4
2149.0,2024-07-17,Damp Patch,3
1548.0,2024-07-12,Broken Lock,4
1548.0,2024-11-20,Leaking Tap,4
648.0,2025-03-18,Damp Patch,2
2816.0,2024-08-04,Damp Patch,2
2816.0,2024-10-15,Damp Patch,4
2194.0,2025-06-24,Broken Lock,1
2194.0,2024-08-08,Broken Lock,1
2215.0,2024-10-27,No Heating,3
2215.0,2025-01-14,Leaking Tap,1
2807.0,2024-09-21,Damp Patch,2
1071.0,2025-02-21,Leaking Tap,4
1071.0,2025-04-06,Leaking Tap,2
81.0,2025-05-06,Damp Patch,4
81.0,2025-04-13,Broken Lock,4
1732.0,2025-05-04,No Heating,2
811.0,2024-10-24,Damp Patch,5
2003.0,2025-01-14,Broken Lock,1
2575.0,2025-01-03,Broken Lock,1
98.0,2024-11-17,Broken Lock,1
1396.0,2025-05-20,Damp Patch,2
1396.0,2024-08-01,No Heating,1
753.0,2025-04-25,Damp Patch,5
1734.0,2024-11-19,Broken Lock,4
1734.0,2025-06-18,No Heating,2
1281.0,2024-10-18,Broken Lock,1
1281.0,2024-12-01,Leaking Tap,5
81.0,2024-10-06,Broken Lock,1
81.0,2025-01-13,Damp Patch,5
1733.0,2024-09-22,Broken Lock,2
2120.0,2025-06-10,Broken Lock,1
2120.0,2025-03-10,No Heating,3
670.0,2025-07-02,Broken Lock,1
1807.0,2025-02-07,Leaking Tap,1
1807.0,2024-12-22,No Heating,3
1177.0,2024-08-19,Broken Lock,1
1177.0,2024-12-16,Leaking Tap,1
469.0,2025-06-21,Damp Patch,2
1269.0,2024-12-31,Broken Lock,1
1088.0,2024-09-21,Leaking Tap,1
1088.0,2024-12-08,No Heating,4
2405.0,2025-02-10,No Heating,2
1732.0,2024-09-06,No Heating,2
2177.0,2025-06-01,Leaking Tap,4
2177.0,2025-04-01,Broken Lock,4
2294.0,2025-02-11,Broken Lock,1
1420.0,2024-12-20,Leaking Tap,4
1792.0,2025-06-25,Broken Lock,4
340.0,2024-08-18,Broken Lock,4
340.0,2024-09-26,Broken Lock,2
547.0,2024-11-13,Leaking Tap,3
547.0,2024-10-26,Broken Lock,3
1143.0,2024-07-20,Damp Patch,4
1143.0,2025-06-14,No Heating,2
230.0,2024-12-11,No Heating,2
2413.0,2024-11-26,No Heating,2
2413.0,2024-10-20,Leaking Tap,3
1855.0,2024-10-07,No Heating,2
908.0,2025-02-10,Broken Lock,1
908.0,2024-10-26,Damp Patch,4
2707.0,2025-06-13,Damp Patch,2
2707.0,2024-12-14,Broken Lock,2
2862.0,2024-12-26,Broken Lock,1
2862.0,2025-06-13,No Heating,2
2593.0,2025-06-29,Damp Patch,2
2593.0,2024-09-23,No Heating,1
2027.0,2024-11-22,Leaking Tap,5
2027.0,2025-05-01,Leaking Tap,2
2707.0,2025-02-28,Leaking Tap,2
2127.0,2024-09-10,Leaking Tap,5
2127.0,2024-11-01,Leaking Tap,1
2379.0,2024-07-18,Damp Patch,1
665.0,2025-06-08,Leaking Tap,2
665.0,2024-10-01,No Heating,3
1735.0,2024-10-07,Leaking Tap,3
858.0,2025-04-28,Broken Lock,5
858.0,2025-03-03,No Heating,3
2294.0,2024-10-27,Damp Patch,1
1191.0,2025-04-14,Broken Lock,4
1191.0,2025-01-19,No Heating,3
892.0,2025-02-14,Broken Lock,5
907.0,2024-09-17,Leaking Tap,3
907.0,2024-10-04,Broken Lock,3
2254.0,2024-10-11,No Heating,3
2254.0,2024-10-03,Broken Lock,2
4.0,2024-12-27,Leaking Tap,1
4.0,2025-03-18,Damp Patch,1
895.0,2025-06-29,Damp Patch,2
2629.0,2025-03-05,No Heating,4
2629.0,2025-01-27,Broken Lock,1
976.0,2024-08-06,Leaking Tap,1
976.0,2024-07-18,Leaking Tap,1
72.0,2025-03-10,Leaking Tap,4
72.0,2024-08-15,No Heating,4
2707.0,2024-08-07,No Heating,5
2707.0,2025-06-30,Broken Lock,1
2706.0,2025-06-06,Leaking Tap,4
2706.0,2025-06-24,Broken Lock,2
507.0,2024-11-07,No Heating,1
1325.0,2025-01-16,Leaking Tap,4
1017.0,2024-10-27,Damp Patch,2
2660.0,2025-04-30,Damp Patch,5
2660.0,2024-11-01,Leaking Tap,4
2234.0,2025-01-12,Leaking Tap,2
2234.0,2025-04-13,Leaking Tap,3
191.0,2025-03-07,Leaking Tap,1
191.0,2024-09-07,Damp Patch,5
96.0,2024-10-06,No Heating,5
1324.0,2024-07-21,No Heating,3
2420.0,2025-04-20,Leaking Tap,3
2054.0,2024-12-09,No Heating,5
284.0,2024-10-19,Broken Lock,1
284.0,2024-11-29,Broken Lock,5
101.0,2024-07-21,No Heating,2
101.0,2025-01-09,No Heating,2
2409.0,2025-04-18,No Heating,4
780.0,2024-12-06,Leaking Tap,5
2707.0,2025-01-28,Broken Lock,3
1084.0,2024-12-10,Damp Patch,3
2196.0,2025-05-18,Leaking Tap,4
2196.0,2024-09-25,No Heating,2
192.0,2025-06-02,No Heating,4
192.0,2024-08-19,No Heating,3
835.0,2025-02-10,Broken Lock,2
127.0,2025-05-26,Leaking Tap,1
591.0,2024-09-30,Broken Lock,5
591.0,2025-06-12,Broken Lock,1
1123.0,2025-03-24,Damp Patch,1
2867.0,2025-03-18,No Heating,3
1286.0,2025-06-17,Broken Lock,4
1286.0,2025-04-28,Damp Patch,4
1689.0,2024-09-11,Broken Lock,4
1689.0,2025-03-05,Broken Lock,3
149.0,2024-09-17,Damp Patch,5
149.0,2025-05-31,Leaking Tap,1
583.0,2024-12-11,Broken Lock,3
990.0,2024-09-17,Damp Patch,5
1297.0,2025-01-15,Leaking Tap,1
1297.0,2025-01-07,Damp Patch,3
422.0,2024-10-15,Leaking Tap,1
422.0,2025-05-07,Broken Lock,3
256.0,2025-04-11,Leaking Tap,1
1360.0,2025-06-24,Broken Lock,1
2585.0,2024-08-04,Damp Patch,1
2585.0,2025-01-03,Leaking Tap,4
924.0,2025-03-21,Leaking Tap,1
924.0,2024-11-26,Broken Lock,4
1074.0,2024-10-08,Broken Lock,4
1932.0,2024-08-11,Broken Lock,3
1932.0,2024-10-09,Broken Lock,4
78.0,2024-12-15,Damp Patch,1
78.0,2025-04-23,No Heating,2
589.0,2024-07-28,No Heating,4
589.0,2024-08-29,Leaking Tap,1
2192.0,2025-02-07,Leaking Tap,4
122.0,2024-09-26,Damp Patch,2
122.0,2025-02-13,Damp Patch,3
424.0,2024-11-26,Leaking Tap,4
2065.0,2024-09-16,No Heating,3
435.0,2025-06-25,Damp Patch,4
1125.0,2024-08-20,Damp Patch,2
1125.0,2025-05-29,Damp Patch,4
702.0,2024-09-15,Leaking Tap,4
702.0,2025-01-10,No Heating,5
570.0,2025-02-03,Broken Lock,4
1795.0,2024-11-26,Damp Patch,5
2701.0,2025-02-21,Damp Patch,4
1400.0,2024-12-05,Damp Patch,5
2549.0,2025-05-06,Damp Patch,4
1547.0,2025-05-29,No Heating,2
1547.0,2025-02-11,No Heating,4
2828.0,2024-11-14,Damp Patch,1
2828.0,2025-05-13,Leaking Tap,1
879.0,2024-12-29,Leaking Tap,4
879.0,2024-12-29,No Heating,1
2186.0,2025-06-19,Broken Lock,2
2186.0,2024-08-12,Broken Lock,2
227.0,2025-06-05,Broken Lock,2
227.0,2024-11-03,Damp Patch,2
2599.0,2025-02-12,No Heating,3
1735.0,2024-10-12,No Heating,3
2560.0,2024-07-13,Damp Patch,1
2287.0,2024-12-01,Leaking Tap,4
2287.0,2024-07-20,No Heating,4
1852.0,2025-03-28,Leaking Tap,4
1083.0,2025-06-21,No Heating,3
1083.0,2024-10-31,No Heating,3
1746.0,2024-09-26,Broken Lock,3
1335.0,2025-06-23,Leaking Tap,2
1335.0,2024-09-28,Broken Lock,4
808.0,2024-09-18,Damp Patch,2
259.0,2025-03-09,Damp Patch,3
259.0,2024-11-01,Leaking Tap,4
1728.0,2024-11-23,Broken Lock,4
1766.0,2025-06-20,Damp Patch,4
1766.0,2024-10-06,Leaking Tap,5
1093.0,2025-03-29,Broken Lock,4
1093.0,2024-10-18,Leaking Tap,5
2550.0,2024-08-06,Leaking Tap,2
2550.0,2025-01-10,Damp Patch,3
2690.0,2025-04-10,Damp Patch,1
1292.0,2025-04-26,No Heating,4
1932.0,2025-04-05,Leaking Tap,3
1932.0,2025-03-21,Damp Patch,5
501.0,2025-03-27,No Heating,5
501.0,2024-07-23,No Heating,2
449.0,2024-09-28,No Heating,2
2000.0,2024-12-20,Broken Lock,5
616.0,2025-01-06,No Heating,4
541.0,2024-11-26,Broken Lock,3
541.0,2024-08-20,No Heating,5
451.0,2024-09-13,Broken Lock,1
451.0,2024-11-12,Damp Patch,5
1148.0,2025-05-09,No Heating,4
2633.0,2024-11-22,Damp Patch,4
1932.0,2024-09-16,Leaking Tap,4
1932.0,2024-07-11,Damp Patch,3
463.0,2024-09-18,Damp Patch,2
463.0,2024-12-06,Damp Patch,3
1223.0,2024-12-08,No Heating,2
2229.0,2024-12-01,No Heating,3
962.0,2024-07-10,Broken Lock,2
962.0,2025-04-04,No Heating,1
2715.0,2025-05-30,Broken Lock,1
1191.0,2025-03-28,Broken Lock,1
1191.0,2024-07-23,Leaking Tap,3
2103.0,2024-07-25,No Heating,5
2103.0,2025-02-12,Broken Lock,4
1285.0,2025-06-03,Damp Patch,4
1285.0,2024-12-14,Broken Lock,3
1284.0,2025-01-12,Leaking Tap,3
2000.0,2024-10-26,No Heating,3
2000.0,2025-02-11,Damp Patch,4
1272.0,2024-09-14,Leaking Tap,3
1272.0,2025-01-12,Broken Lock,3
658.0,2025-06-11,No Heating,3
1971.0,2025-04-20,No Heating,2
712.0,2025-04-21,Broken Lock,3
712.0,2025-06-05,Damp Patch,5
2694.0,2024-08-31,Damp Patch,2
489.0,2024-07-23,Leaking Tap,2
2715.0,2025-05-06,Leaking Tap,3
2715.0,2024-12-28,Leaking Tap,4
124.0,2024-11-28,Damp Patch,3
124.0,2025-04-07,No Heating,1
985.0,2024-12-15,Broken Lock,5
2355.0,2025-02-23,No Heating,2
2355.0,2024-11-26,Broken Lock,4
258.0,2025-05-06,No Heating,3
2056.0,2024-08-26,No Heating,3
2056.0,2025-04-25,Broken Lock,4
2286.0,2024-07-20,Leaking Tap,5
218.0,2025-01-20,Damp Patch,3
1635.0,2025-06-22,Broken Lock,2
1635.0,2025-05-08,No Heating,2
508.0,2024-12-01,Leaking Tap,2
508.0,2024-07-31,Leaking Tap,4
112.0,2025-02-24,Leaking Tap,3
112.0,2024-08-19,Damp Patch,2
636.0,2025-03-21,Broken Lock,5
636.0,2024-12-26,No Heating,5
1651.0,2024-07-24,Leaking Tap,4
2852.0,2024-12-13,Broken Lock,4
287.0,2024-10-26,Leaking Tap,5
287.0,2024-12-13,Leaking Tap,4
1222.0,2025-06-02,No Heating,3
1222.0,2025-04-12,Leaking Tap,1
1687.0,2025-07-06,No Heating,4
1687.0,2025-01-06,Leaking Tap,5
2815.0,2025-06-18,Broken Lock,1
2815.0,2025-02-11,No Heating,5
2634.0,2025-02-13,Broken Lock,3
2634.0,2024-12-19,No Heating,1
1481.0,2025-06-17,Damp Patch,3
1481.0,2024-12-27,Broken Lock,4
2822.0,2024-09-30,Damp Patch,5
2475.0,2024-09-17,Leaking Tap,1
2475.0,2025-05-03,Broken Lock,4
1469.0,2024-10-11,Leaking Tap,5
299.0,2025-04-21,No Heating,2
1469.0,2024-10-21,No Heating,5
1469.0,2024-12-25,Leaking Tap,4
156.0,2024-10-16,No Heating,5
156.0,2025-02-16,No Heating,5
1469.0,2024-12-27,No Heating,1
510.0,2024-11-24,No Heating,3
1530.0,2025-06-16,Leaking Tap,2
1530.0,2024-08-23,No Heating,4
2817.0,2025-01-21,No Heating,5
734.0,2024-07-11,No Heating,3
1719.0,2025-01-28,Damp Patch,2
2562.0,2025-03-22,Leaking Tap,3
2562.0,2025-02-12,No Heating,4
2333.0,2024-09-28,Leaking Tap,5
2333.0,2025-04-19,No Heating,4
446.0,2024-09-21,Damp Patch,3
769.0,2024-08-09,Broken Lock,1
359.0,2024-12-25,Damp Patch,2
359.0,2024-09-12,Damp Patch,1
2019.0,2025-01-01,Leaking Tap,3
568.0,2025-01-22,Leaking Tap,2
118.0,2024-11-10,Damp Patch,1
118.0,2024-07-26,Damp Patch,3
1813.0,2025-02-24,No Heating,5
1813.0,2024-08-07,Damp Patch,1
1469.0,2024-09-14,Damp Patch,5
258.0,2025-06-04,Broken Lock,4
258.0,2025-01-17,Leaking Tap,3
47.0,2025-03-30,Leaking Tap,3
1995.0,2024-07-26,Leaking Tap,4
841.0,2024-09-18,No Heating,4
884.0,2025-06-13,No Heating,4
1688.0,2024-07-10,No Heating,5
2631.0,2024-09-23,Leaking Tap,5
2631.0,2025-05-15,Damp Patch,4
1656.0,2025-01-28,Damp Patch,5
1954.0,2024-12-15,Leaking Tap,1
1277.0,2024-10-20,Leaking Tap,2
2055.0,2025-02-22,Damp Patch,1
2527.0,2024-11-27,Leaking Tap,3
2527.0,2025-04-30,No Heating,3
2494.0,2025-03-02,No Heating,1
2494.0,2024-10-16,Damp Patch,5
915.0,2024-12-06,Broken Lock,3
968.0,2025-03-16,Damp Patch,1
884.0,2025-01-20,Damp Patch,4
2874.0,2024-09-13,Broken Lock,5
2874.0,2025-06-15,Broken Lock,4
1104.0,2024-07-27,Leaking Tap,2
1104.0,2025-01-16,Damp Patch,2
1982.0,2024-09-11,Damp Patch,3
1982.0,2024-09-08,Leaking Tap,1
2406.0,2024-10-09,No Heating,4
2196.0,2025-04-23,Damp Patch,5
2196.0,2025-05-20,No Heating,4
2530.0,2024-10-08,No Heating,3
114.0,2025-06-19,Damp Patch,3
2104.0,2025-04-12,Leaking Tap,3
1794.0,2025-06-23,Leaking Tap,2
1794.0,2024-10-15,Leaking Tap,4
910.0,2024-12-30,Leaking Tap,4
910.0,2025-06-17,Leaking Tap,1
1749.0,2025-02-23,Leaking Tap,3
1268.0,2025-06-29,Damp Patch,3
1006.0,2025-06-07,Broken Lock,3
1006.0,2024-07-25,Broken Lock,1
2671.0,2024-10-01,Damp Patch,4
2671.0,2024-12-26,Broken Lock,4
1647.0,2025-04-02,Damp Patch,4
1647.0,2025-02-13,Damp Patch,2
1113.0,2025-01-11,Broken Lock,5
1113.0,2025-06-19,Leaking Tap,1
1114.0,2025-03-12,No Heating,2
1114.0,2024-08-19,No Heating,3
2506.0,2024-10-02,No Heating,4
2506.0,2025-06-15,Damp Patch,3
2312.0,2025-04-13,No Heating,3
2312.0,2024-12-28,No Heating,4
1649.0,2024-11-11,Damp Patch,2
1649.0,2025-01-30,Leaking Tap,1
969.0,2025-01-06,Damp Patch,2
969.0,2024-09-27,Broken Lock,2
1487.0,2024-08-09,Broken Lock,3
1487.0,2024-10-05,Damp Patch,1
1190.0,2024-08-13,Leaking Tap,2
1100.0,2024-07-24,Damp Patch,5
1100.0,2025-05-26,No Heating,3
2004.0,2024-11-15,Broken Lock,2
2004.0,2024-07-25,Broken Lock,5
247.0,2024-12-25,Leaking Tap,3
472.0,2024-08-13,Leaking Tap,3
472.0,2024-09-16,Leaking Tap,3
576.0,2025-05-03,No Heating,3
576.0,2025-06-03,Damp Patch,5
434.0,2024-07-23,Leaking Tap,3
434.0,2025-03-03,Broken Lock,3
1452.0,2025-06-26,No Heating,3
1452.0,2024-09-22,Damp Patch,1
2264.0,2025-01-29,Broken Lock,4
2264.0,2025-05-10,Leaking Tap,2
612.0,2025-07-02,Broken Lock,2
1865.0,2025-04-12,Leaking Tap,5
1865.0,2025-04-18,Broken Lock,3
1953.0,2025-05-14,Damp Patch,5
496.0,2024-08-19,Leaking Tap,3
496.0,2024-10-03,Damp Patch,2
416.0,2025-03-31,Leaking Tap,4
1796.0,2024-09-17,Leaking Tap,5
612.0,2025-04-07,Leaking Tap,5
612.0,2025-04-17,Leaking Tap,3
1793.0,2025-07-04,Leaking Tap,5
948.0,2024-09-19,Broken Lock,3
581.0,2025-07-06,Damp Patch,3
2779.0,2024-12-15,No Heating,1
204.0,2025-06-08,No Heating,1
1820.0,2024-07-31,Leaking Tap,2
1820.0,2024-10-08,Broken Lock,1
2319.0,2025-05-02,Broken Lock,3
2319.0,2024-09-22,No Heating,2
1173.0,2025-01-28,Leaking Tap,4
994.0,2024-09-04,Broken Lock,2
994.0,2025-06-03,Broken Lock,3
2480.0,2024-12-14,Damp Patch,4
2480.0,2025-03-19,Broken Lock,5
2571.0,2024-11-09,No Heating,1
240.0,2025-01-21,No Heating,4
713.0,2024-10-10,Broken Lock,1
713.0,2025-01-03,No Heating,1
334.0,2024-09-04,Broken Lock,5
334.0,2025-05-19,Damp Patch,5
1468.0,2024-11-22,Leaking Tap,5
1468.0,2024-08-28,Leaking Tap,5
1459.0,2025-05-19,Damp Patch,1
1459.0,2024-12-23,Leaking Tap,4
1596.0,2025-03-18,Leaking Tap,4
2613.0,2025-02-11,Broken Lock,2
105.0,2024-07-30,Leaking Tap,1
1674.0,2025-02-08,Leaking Tap,4
1230.0,2024-11-05,Damp Patch,1
1200.0,2024-09-05,Leaking Tap,3
1200.0,2024-11-03,Leaking Tap,4
